"pc","list_position","x"
"Gandyani Mosque - 609232",273,"#pc > option:nth-child(273)"
"Kochi Banda Mosque - 609237",274,"#pc > option:nth-child(274)"
"Barekab School - 609238",275,"#pc > option:nth-child(275)"
"Koz Saber Mosque - 611264",276,"#pc > option:nth-child(276)"
"Omer Bin Khetab Madrassah - 611265",277,"#pc > option:nth-child(277)"
"Bami Khil Mosque - 611270",278,"#pc > option:nth-child(278)"
"Speen Pul Mosque - 616365",279,"#pc > option:nth-child(279)"
"Torkham Clinic - 617371",280,"#pc > option:nth-child(280)"
"Dakah High School - 617373",281,"#pc > option:nth-child(281)"
"Kolali Kali Mosque - 617377",282,"#pc > option:nth-child(282)"
"Malik Derah (Malik’s House) - 621427",283,"#pc > option:nth-child(283)"
"Mastore High School - 701001",284,"#pc > option:nth-child(284)"
"Ali Khil School - 701003",285,"#pc > option:nth-child(285)"
"Deh Zyarat School - 701006",286,"#pc > option:nth-child(286)"
"Refugees Camp School - 701007",287,"#pc > option:nth-child(287)"
"Islamabad Kashmand School - 702026",288,"#pc > option:nth-child(288)"
"Da Zafran da Kali Talar (Zafran Village Hall) - 702027",289,"#pc > option:nth-child(289)"
"Naher Reem School - 702028",290,"#pc > option:nth-child(290)"
"Gambiree, Ahmadzai Kochi Mosque - 702029",291,"#pc > option:nth-child(291)"
"Gul Ghundi School - 702030",292,"#pc > option:nth-child(292)"
"Gul Pacha Ulfat High School - 702031",293,"#pc > option:nth-child(293)"
"Pacha Kala Mosque - 702032",294,"#pc > option:nth-child(294)"
"Chahar Bagh Boys High School - 702033",295,"#pc > option:nth-child(295)"
"Sultan Wais Baba School - 702034",296,"#pc > option:nth-child(296)"
"Surkhakan High School - 702039",297,"#pc > option:nth-child(297)"
"Zerani village Mosque and Clinic - 702045",298,"#pc > option:nth-child(298)"
"Ka Kas School - 702046",299,"#pc > option:nth-child(299)"
"Watan Gato School - 703057",300,"#pc > option:nth-child(300)"
"Zaman Khil Gawsawr Mosque - 901015",301,"#pc > option:nth-child(301)"
"Hussain Khil High School - 901016",302,"#pc > option:nth-child(302)"
"Hazrat Ali Doshi High School - 903077",303,"#pc > option:nth-child(303)"
"Inside khan Mohammad Naseri village - 903088",304,"#pc > option:nth-child(304)"
"Qarah Ghaj Sakah School - 904117",305,"#pc > option:nth-child(305)"
"Luqha Secondary School - 905118",306,"#pc > option:nth-child(306)"
"Baghlan Jadeed Girls School - 905119",307,"#pc > option:nth-child(307)"
"Baghlan Markazi Jame Mosque - 905121",308,"#pc > option:nth-child(308)"
"Mia Gul Shaheed School - 905135",309,"#pc > option:nth-child(309)"
"Mullah Toor School - 905139",310,"#pc > option:nth-child(310)"
"Bajgah High School - 906165",311,"#pc > option:nth-child(311)"
"Sharan Hospital - 1201001",312,"#pc > option:nth-child(312)"
"Ali Baba High School - 1201002",313,"#pc > option:nth-child(313)"
"Mohammad Khil High School (New name) - 1201003",314,"#pc > option:nth-child(314)"
"Old Kotwal School - 1201004",315,"#pc > option:nth-child(315)"
"Hazrat Bilal High School - 1201005",316,"#pc > option:nth-child(316)"
"Bi Bi Zainab School - 1201008",317,"#pc > option:nth-child(317)"
"Eisa Ba Ba School - 1201009",318,"#pc > option:nth-child(318)"
"Al Jihad Primary School - 1201011",319,"#pc > option:nth-child(319)"
"Jeenai School - 1201013",320,"#pc > option:nth-child(320)"
"Primary School - 1201014",321,"#pc > option:nth-child(321)"
"Salai Ibahimzo School - 1201015",322,"#pc > option:nth-child(322)"
"Mohammad Ali Jalali School - 1201016",323,"#pc > option:nth-child(323)"
"Cheenah Bagh District Center  - 1202017",324,"#pc > option:nth-child(324)"
"Mata Khan High School - 1202019",325,"#pc > option:nth-child(325)"
"Qalla Saidu High School (New name) - 1202020",326,"#pc > option:nth-child(326)"
"Shorkachi Mosque - 1202024",327,"#pc > option:nth-child(327)"
"Baran Mosque - 1203027",328,"#pc > option:nth-child(328)"
"Khoshal Ba Ba High School - 1203029",329,"#pc > option:nth-child(329)"
"Abdullah Baba School - 1203031",330,"#pc > option:nth-child(330)"
"Mest Bazar School - 1203034",331,"#pc > option:nth-child(331)"
"Qurbuddin School - 1204038",332,"#pc > option:nth-child(332)"
"Atalano Primary School - 1204042",333,"#pc > option:nth-child(333)"
"Shaheed Shah Mahmoud Secondary School - 1204043",334,"#pc > option:nth-child(334)"
"Galaruddin School - 1205046",335,"#pc > option:nth-child(335)"
"Mili Zai Mosque - 1207061",336,"#pc > option:nth-child(336)"
"Bi Bi Fatima School - 1207063",337,"#pc > option:nth-child(337)"
"Haji Pacha Mosque - 1207066",338,"#pc > option:nth-child(338)"
"Hashimiah High School - 1207067",339,"#pc > option:nth-child(339)"
"Shakeen Bazar Mosque - 1208087",340,"#pc > option:nth-child(340)"
"Noorani Boys Primary School - 1209105",341,"#pc > option:nth-child(341)"
"Guldad Mosque - 1209106",342,"#pc > option:nth-child(342)"
"Shiekhan Girls Primary School - 1211128",343,"#pc > option:nth-child(343)"
"Ba Ba Sahib Shiekhan School - 1211152",344,"#pc > option:nth-child(344)"
"Malakano Secondary School - 1211153",345,"#pc > option:nth-child(345)"
"District Center tent - 1216208",346,"#pc > option:nth-child(346)"
"Apsar Kot Mosque - 1217211",347,"#pc > option:nth-child(347)"
"Marjan Mosque - 1217217",348,"#pc > option:nth-child(348)"
"Noorani High School - 1217218",349,"#pc > option:nth-child(349)"
"Du Cheenah village Mosque - 1218219",350,"#pc > option:nth-child(350)"
"Police Old Office - 1218220",351,"#pc > option:nth-child(351)"
"Du Cheenah village Shop - 1218221",352,"#pc > option:nth-child(352)"
"Eid Gul Melmastoon (Guest House) - 1218222",353,"#pc > option:nth-child(353)"
"Clinic  - 1218225",354,"#pc > option:nth-child(354)"
"District Center - 1218226",355,"#pc > option:nth-child(355)"
"Haji Nawab Khan Melmastoon (Guest House) - 1218229",356,"#pc > option:nth-child(356)"
"Abdul Melmastoon (Guest House) - 1218230",357,"#pc > option:nth-child(357)"
"DistriCT Center Toori School - 1219231",358,"#pc > option:nth-child(358)"
"Sarwar Khan Cheenah Mosque - 1219232",359,"#pc > option:nth-child(359)"
"Kochka Mosque - 1219233",360,"#pc > option:nth-child(360)"
"Bozah Mosque - 1219235",361,"#pc > option:nth-child(361)"
"Saduzai Mosque - 1219236",362,"#pc > option:nth-child(362)"
"Peshaki Mosque - 1219237",363,"#pc > option:nth-child(363)"
"Terai Bagh Shah High School - 1301001",364,"#pc > option:nth-child(364)"
"Abdul Hai High School - 1301002",365,"#pc > option:nth-child(365)"
"Shashgar High School - 1301004",366,"#pc > option:nth-child(366)"
"Paktia University - 1301005",367,"#pc > option:nth-child(367)"
"Rubat Boys School - 1301006",368,"#pc > option:nth-child(368)"
"Khudaidad Khil High School - 1301010",369,"#pc > option:nth-child(369)"
"Dadgul Mosque - 1301011",370,"#pc > option:nth-child(370)"
"Banozai High School - 1301012",371,"#pc > option:nth-child(371)"
"Darah High School - 1301013",372,"#pc > option:nth-child(372)"
"Khwaja Ali Mahlan High School - 1301015",373,"#pc > option:nth-child(373)"
"Zarbati Mosque - 1301018",374,"#pc > option:nth-child(374)"
"Abdullah Khil High School - 1301019",375,"#pc > option:nth-child(375)"
"Tandano School - 1301022",376,"#pc > option:nth-child(376)"
"Khwaja Ali Zyarat - 1302023",377,"#pc > option:nth-child(377)"
"Akhund Khil Secondary School - 1302034",378,"#pc > option:nth-child(378)"
"Ghazi Babrak Zadran Park - 1401003",379,"#pc > option:nth-child(379)"
"Central Mosque - 1401004",380,"#pc > option:nth-child(380)"
"Yaoubaio Adah Mosque - 1401005",381,"#pc > option:nth-child(381)"
"Alfatah Markazi High School - 1401006",382,"#pc > option:nth-child(382)"
"Old Civil Hospital - 1401007",383,"#pc > option:nth-child(383)"
"Directorate of Persons with Disability - 1401008",384,"#pc > option:nth-child(384)"
"Customs House Mosque - 1401010",385,"#pc > option:nth-child(385)"
"Da Nawrozai High School - 1401017",386,"#pc > option:nth-child(386)"
"Malizai Jirga Hall - 1401019",387,"#pc > option:nth-child(387)"
"Sarkai Barraio Mosque - 1401025",388,"#pc > option:nth-child(388)"
"Ayub Khil High School - 1401027",389,"#pc > option:nth-child(389)"
"Deeri central Mosque - 1401028",390,"#pc > option:nth-child(390)"
"Sarki Jan village Mosque Shamal - 1401029",391,"#pc > option:nth-child(391)"
"Kamran village Jame Mosque - 1401034",392,"#pc > option:nth-child(392)"
"Mangal Kot village Mosque - 1401038",393,"#pc > option:nth-child(393)"
"Taza Kali Mosque, Matoon - 1401040",394,"#pc > option:nth-child(394)"
"Chinar Sangar Primary School - 1403072",395,"#pc > option:nth-child(395)"
"Tawde Cheene Primary School - 1403073",396,"#pc > option:nth-child(396)"
"Maidani village Clinic - 1403074",397,"#pc > option:nth-child(397)"
"Yaqoubai Badshah Din Mosque - 1407129",398,"#pc > option:nth-child(398)"
"Mochi village School - 1407136",399,"#pc > option:nth-child(399)"
"Chagotai Mosque - 1408142",400,"#pc > option:nth-child(400)"
"Haji Naeem Kochai Mosque - 1408144",401,"#pc > option:nth-child(401)"
"Meeram Gul village, Zaman Khil Mosque - 1408145",402,"#pc > option:nth-child(402)"
"Pashad Primary School - 1505038",403,"#pc > option:nth-child(403)"
"Tango Primary School - 1505039",404,"#pc > option:nth-child(404)"
"Saaf Qarooq School - 1809112",405,"#pc > option:nth-child(405)"
"Dawlat Abad Secondary School - 2002030",406,"#pc > option:nth-child(406)"
"Fatima Balkhi High School - 2101006",407,"#pc > option:nth-child(407)"
"Qazi Hameeduddin School - 2101007",408,"#pc > option:nth-child(408)"
"Mawlana Jalaluddin School - 2101016",409,"#pc > option:nth-child(409)"
"Turabi School - 2101030",410,"#pc > option:nth-child(410)"
"Khurasan Girls School - 2101031",411,"#pc > option:nth-child(411)"
"Shahrak Turkmaniah School - 2102057",412,"#pc > option:nth-child(412)"
"Mohammad Yousuf Khairkhwah High School - 2102059",413,"#pc > option:nth-child(413)"
"Nawbahar High School - 2106092",414,"#pc > option:nth-child(414)"
"Fareedah Girls High School - 2106093",415,"#pc > option:nth-child(415)"
"Deragai School - 2106096",416,"#pc > option:nth-child(416)"
"Bahauddin School - 2106097",417,"#pc > option:nth-child(417)"
"Colambo School - 2106099",418,"#pc > option:nth-child(418)"
"Bar Mazyat School - 2106100",419,"#pc > option:nth-child(419)"
"Baghshor Secondary School - 2106102",420,"#pc > option:nth-child(420)"
"Mohmandan School - 2106103",421,"#pc > option:nth-child(421)"
"Kata Khil School - 2106108",422,"#pc > option:nth-child(422)"
"Char Bagh Gulshan School - 2106110",423,"#pc > option:nth-child(423)"
"Mawlana Abdul Rouf Jami School - 2107119",424,"#pc > option:nth-child(424)"
"Bagh Pahlawan High School - 2107133",425,"#pc > option:nth-child(425)"
"Aster Kot School - 2107134",426,"#pc > option:nth-child(426)"
"Shorchah Mosque - 2107141",427,"#pc > option:nth-child(427)"
"Tabyaq School - 2107149",428,"#pc > option:nth-child(428)"
"Kushindah Bala School - 2114273",429,"#pc > option:nth-child(429)"
"Alghan Afghania Secondary School - 2206132",430,"#pc > option:nth-child(430)"
"Sultan Alauddin Ghouri High School - 2301002",431,"#pc > option:nth-child(431)"
"Qatas Sufla Secondary School - 2301006",432,"#pc > option:nth-child(432)"
"Tajik hai Sarkasi Mosque - 2301007",433,"#pc > option:nth-child(433)"
"Kasi Ulya School - 2301008",434,"#pc > option:nth-child(434)"
"Ali Bazar village Mosque - 2303101",435,"#pc > option:nth-child(435)"
"Mulla Khudai Nazar village School - 2502025",436,"#pc > option:nth-child(436)"
"Mualem Faiz Mohammad High School - 2506053",437,"#pc > option:nth-child(437)"
"Kakarrano Mosque - 2601001",438,"#pc > option:nth-child(438)"
"Atam number School (School no.8) - 2601002",439,"#pc > option:nth-child(439)"
"Chawnni School - 2601003",440,"#pc > option:nth-child(440)"
"Provincial Hospital - 2601004",441,"#pc > option:nth-child(441)"
"Bi Bi Khala High School - 2601005",442,"#pc > option:nth-child(442)"
"Shiekh Mati High School - 2601006",443,"#pc > option:nth-child(443)"
"Kandak School - 2601007",444,"#pc > option:nth-child(444)"
"Resalah Girls School - 2601008",445,"#pc > option:nth-child(445)"
"Senak Girls School - 2601009",446,"#pc > option:nth-child(446)"
"Soor Ghar High School - 2601010",447,"#pc > option:nth-child(447)"
"Jaru La School - 2601011",448,"#pc > option:nth-child(448)"
"Kagrai Mosque - 2601012",449,"#pc > option:nth-child(449)"
"Gheshi Rubat School - 2602022",450,"#pc > option:nth-child(450)"
"Shah Alam High School - 2603028",451,"#pc > option:nth-child(451)"
"Ba Ba Hotak High School - 2606055",452,"#pc > option:nth-child(452)"
"Nanokhilo Mosque - 2606059",453,"#pc > option:nth-child(453)"
"Aino High School - 2701002",454,"#pc > option:nth-child(454)"
"Natural Disasters Management Directorate - 2701003",455,"#pc > option:nth-child(455)"
"Soufi Sahib Boys School - 2701007",456,"#pc > option:nth-child(456)"
"Directorate of Economy - 2701009",457,"#pc > option:nth-child(457)"
"Zarghoona Ana High School - 2701011",458,"#pc > option:nth-child(458)"
"Mashreqi High School - 2701013",459,"#pc > option:nth-child(459)"
"Salo Khan Chaman Mosque - 2701014",460,"#pc > option:nth-child(460)"
"Haji Arab School - 2701015",461,"#pc > option:nth-child(461)"
"Sheen Ghazai Ba Ba School - 2701016",462,"#pc > option:nth-child(462)"
"Teacher Training Institute - 2701017",463,"#pc > option:nth-child(463)"
"Shaheed Abdul Latif High School - 2701018",464,"#pc > option:nth-child(464)"
"Mirwais Nekah High School - 2701019",465,"#pc > option:nth-child(465)"
"Malalai High School - 2701020",466,"#pc > option:nth-child(466)"
"Ahmad Shah Ba Ba Madrassah - 2701021",467,"#pc > option:nth-child(467)"
"Temoor Shahi High School - 2701022",468,"#pc > option:nth-child(468)"
"Haji Nekah School - 2701023",469,"#pc > option:nth-child(469)"
"Mir Bazar School - 2701025",470,"#pc > option:nth-child(470)"
"Qubi Secondary School - 2701026",471,"#pc > option:nth-child(471)"
"Mirwais Menah Girls School - 2701027",472,"#pc > option:nth-child(472)"
"Ghazi Amanullah Khan High School - 2701028",473,"#pc > option:nth-child(473)"
"Fazil Kandahari School - 2701029",474,"#pc > option:nth-child(474)"
"Mirza Ahmad Khan School - 2701031",475,"#pc > option:nth-child(475)"
"Mahmoud Tarzi High School - 2701032",476,"#pc > option:nth-child(476)"
"Shaheed Azimullah School - 2701033",477,"#pc > option:nth-child(477)"
"Kotal Morcha School - 2701034",478,"#pc > option:nth-child(478)"
"Sayed Abad School - 2701035",479,"#pc > option:nth-child(479)"
"Sayed Shuhada Hazrat Hamza Mosque - 2701036",480,"#pc > option:nth-child(480)"
"Shaheed Abdul Ahad Khan Karzai High School - 2701037",481,"#pc > option:nth-child(481)"
"Cadaster Directorate  - 2701038",482,"#pc > option:nth-child(482)"
"Zareef Menah Secondary School - 2701040",483,"#pc > option:nth-child(483)"
"Bagh Pul Hotel Park - 2702041",484,"#pc > option:nth-child(484)"
"Khoshal Khan School - 2702042",485,"#pc > option:nth-child(485)"
"Kohak School - 2702043",486,"#pc > option:nth-child(486)"
"Ba Ba Sahib Du Rahi, Directorate of Irrigation - 2702047",487,"#pc > option:nth-child(487)"
"Sultan Mahmoud Ghaznavi School - 2702048",488,"#pc > option:nth-child(488)"
"Jala Awr School - 2702049",489,"#pc > option:nth-child(489)"
"Mawlawi Abdul Wase School - 2702051",490,"#pc > option:nth-child(490)"
"Ijtemai Saloon (Community Hall) - 2703057",491,"#pc > option:nth-child(491)"
"Murghan Keche School - 2703058",492,"#pc > option:nth-child(492)"
"Semalzo Mosque - 2703061",493,"#pc > option:nth-child(493)"
"Azam Qalla School  - 2703064",494,"#pc > option:nth-child(494)"
"Nasaji School  - 2703066",495,"#pc > option:nth-child(495)"
"Shor Andam School  - 2703067",496,"#pc > option:nth-child(496)"
"Naqeleen School  - 2703068",497,"#pc > option:nth-child(497)"
"Da Ghra da Kali School - 2703069",498,"#pc > option:nth-child(498)"
"Mandahsar School - 2703070",499,"#pc > option:nth-child(499)"
"Mulla Abdullah School  - 2703071",500,"#pc > option:nth-child(500)"
"Farm Tarank School  - 2703073",501,"#pc > option:nth-child(501)"
"Haji Saifullah Petrol Pump Dalai School  - 2703074",502,"#pc > option:nth-child(502)"
"Regwa School - 2704075",503,"#pc > option:nth-child(503)"
"Persons with Disability School  - 2704078",504,"#pc > option:nth-child(504)"
"Salehan Mosque - 2704079",505,"#pc > option:nth-child(505)"
"Salwat School  - 2704080",506,"#pc > option:nth-child(506)"
"Shamsuddin Kakarr School  - 2704082",507,"#pc > option:nth-child(507)"
"Haji Peer Mohammad Mosque - 2705092",508,"#pc > option:nth-child(508)"
"Old Clinic - 2705093",509,"#pc > option:nth-child(509)"
"Grrandai Akhundzadah Primary School - 2705094",510,"#pc > option:nth-child(510)"
"Sher Mohammad Hotak School - 2705098",511,"#pc > option:nth-child(511)"
"Salouram camp Mosque (Camp no. 4 Mosque) - 2705102",512,"#pc > option:nth-child(512)"
"Camp no. 3 Mosque - 2705103",513,"#pc > option:nth-child(513)"
"Camp no. 2 Mosque - 2705104",514,"#pc > option:nth-child(514)"
"Awal camp (camp no. 1) tent - 2705105",515,"#pc > option:nth-child(515)"
"Sayed Halim School - 2706107",516,"#pc > option:nth-child(516)"
"Damanah Mosque - 2706110",517,"#pc > option:nth-child(517)"
"Wyan Clinic - 2706112",518,"#pc > option:nth-child(518)"
"Mulla Ibrahim School - 2710146",519,"#pc > option:nth-child(519)"
"Haji Zahir School  - 2711158",520,"#pc > option:nth-child(520)"
"Aali Nekah School - 2711159",521,"#pc > option:nth-child(521)"
"Baz Mohammad School  - 2711163",522,"#pc > option:nth-child(522)"
"Haji Faiz Mohammad School  - 2711165",523,"#pc > option:nth-child(523)"
"Haji Raziq School  - 2711166",524,"#pc > option:nth-child(524)"
"Ghazi Abdullah Khan High School - 2711168",525,"#pc > option:nth-child(525)"
"Nawabad School  - 2711170",526,"#pc > option:nth-child(526)"
"Nemat School  - 2711171",527,"#pc > option:nth-child(527)"
"Haji Basir School  - 2711173",528,"#pc > option:nth-child(528)"
"Qazi Madrassah - 2711175",529,"#pc > option:nth-child(529)"
"Abdul Samad Khan School - 2711180",530,"#pc > option:nth-child(530)"
"Old village School  - 2711181",531,"#pc > option:nth-child(531)"
"Rouh Abad School - 2717206",532,"#pc > option:nth-child(532)"
"Zakir Sharif School - 2717209",533,"#pc > option:nth-child(533)"
"Baldi Secondary School - 2717210",534,"#pc > option:nth-child(534)"
"Kulcha Abad Secondary School - 2717211",535,"#pc > option:nth-child(535)"
"Jamal Karz High School - 2717212",536,"#pc > option:nth-child(536)"
"Deh Bagh School  - 2717213",537,"#pc > option:nth-child(537)"
"Bilandi School - 2717214",538,"#pc > option:nth-child(538)"
"Tents near the Tangi village Rawzah - 2718220",539,"#pc > option:nth-child(539)"
"Agriculture Directorate - 2801016",540,"#pc > option:nth-child(540)"
